"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7859","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Thu Oct 30 22:29:09 GMT 2025","failed","Thu Oct 30 22:29:16 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","31554","Filter by code - valid supplier","chromium","Thu Oct 30 22:29:40 GMT 2025","broken","Thu Oct 30 22:30:12 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","7861","@P1 Should display translated success message after export","chromium","Thu Oct 30 22:28:42 GMT 2025","failed","Thu Oct 30 22:28:50 GMT 2025","Contacts Export Message","contacts/contactsList.spec.ts","",""
"","2426","A2SQA2-2525 | @P0 @Login Should sent password Reset correctly with valid email","chromium","Thu Oct 30 22:29:26 GMT 2025","passed","Thu Oct 30 22:29:29 GMT 2025","Mot de passe oublié:","login/Forgot-password.spec.ts","",""
"","31308","Reset filters restores full list","chromium","Thu Oct 30 22:31:15 GMT 2025","broken","Thu Oct 30 22:31:46 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","31266","Filter by category","chromium","Thu Oct 30 22:30:43 GMT 2025","broken","Thu Oct 30 22:31:14 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","7858","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Thu Oct 30 22:29:00 GMT 2025","failed","Thu Oct 30 22:29:08 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","2112","A2SQA2-2523 | @P0 @Login Should fail when login with inactif credentials","chromium","Thu Oct 30 22:29:34 GMT 2025","passed","Thu Oct 30 22:29:36 GMT 2025","Login Tests","login/login.spec.ts","",""
"","7837","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Thu Oct 30 22:29:17 GMT 2025","failed","Thu Oct 30 22:29:25 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","8043","@P1 filtrage par profil","chromium","Thu Oct 30 22:28:51 GMT 2025","failed","Thu Oct 30 22:28:59 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","7843","@P1 should display Show and Edit buttons","chromium","Thu Oct 30 22:28:25 GMT 2025","failed","Thu Oct 30 22:28:33 GMT 2025","E2E Contacts List tests:","contacts/contactsList.spec.ts","",""
"","7934","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Thu Oct 30 22:29:00 GMT 2025","failed","Thu Oct 30 22:29:08 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","7789","@P1 Should display translated column headers","chromium","Thu Oct 30 22:28:16 GMT 2025","failed","Thu Oct 30 22:28:24 GMT 2025","E2E Contacts List tests:","contacts/contactsList.spec.ts","",""
"","7926","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Thu Oct 30 22:29:09 GMT 2025","failed","Thu Oct 30 22:29:17 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","1781","A2SQA2-2526 | @P0 @Login Should not reset password when using wrong email","chromium","Thu Oct 30 22:29:30 GMT 2025","passed","Thu Oct 30 22:29:32 GMT 2025","Mot de passe oublié:","login/Forgot-password.spec.ts","",""
"","31591","Filter by country","chromium","Thu Oct 30 22:30:13 GMT 2025","broken","Thu Oct 30 22:30:44 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","7944","@P1 should open contact detail page by name","chromium","Thu Oct 30 22:28:34 GMT 2025","failed","Thu Oct 30 22:28:42 GMT 2025","E2E Contacts List tests:","contacts/contactsList.spec.ts","",""
"","7845","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Thu Oct 30 22:29:26 GMT 2025","failed","Thu Oct 30 22:29:34 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","8041","@P1 Should contain visible rows in the table","chromium","Thu Oct 30 22:28:16 GMT 2025","failed","Thu Oct 30 22:28:24 GMT 2025","E2E Contacts List tests:","contacts/contactsList.spec.ts","",""
