"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8571","@P1 @Contact Read contact data from first row","chromium","Thu Nov 20 10:23:28 GMT 2025","failed","Thu Nov 20 10:23:37 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","9085","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Thu Nov 20 10:23:48 GMT 2025","failed","Thu Nov 20 10:23:57 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","9419","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Thu Nov 20 10:23:41 GMT 2025","failed","Thu Nov 20 10:23:51 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","8646","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Thu Nov 20 10:24:06 GMT 2025","failed","Thu Nov 20 10:24:15 GMT 2025","Login Tests","login/login.spec.ts","",""
"","31767","A2SQA2-XX | @P1 @Supplier Filter by category","chromium","Thu Nov 20 10:24:43 GMT 2025","broken","Thu Nov 20 10:25:15 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","9051","@P1 @Contact Filter by Email","chromium","Thu Nov 20 10:23:38 GMT 2025","failed","Thu Nov 20 10:23:47 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","9984","@P1 @Contact Filter by Surname","chromium","Thu Nov 20 10:23:30 GMT 2025","failed","Thu Nov 20 10:23:40 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","7300","filtrer par numéro de contrat","chromium","Thu Nov 20 10:24:02 GMT 2025","failed","Thu Nov 20 10:24:09 GMT 2025","","Contracts/ContactList.spec.ts","",""
"","2709","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Thu Nov 20 10:24:06 GMT 2025","passed","Thu Nov 20 10:24:08 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","3421","A2SQA2-2525 | @P1 @Login Sent password Reset correctly with valid email","chromium","Thu Nov 20 10:24:02 GMT 2025","passed","Thu Nov 20 10:24:06 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","8887","@P1 @Contact Display active and inactive icons","chromium","Thu Nov 20 10:23:18 GMT 2025","failed","Thu Nov 20 10:23:27 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","9488","@P1 @Contact Filter by Surname + profil","chromium","Thu Nov 20 10:23:41 GMT 2025","failed","Thu Nov 20 10:23:51 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","32007","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Thu Nov 20 10:24:11 GMT 2025","broken","Thu Nov 20 10:24:43 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","32076","A2SQA2-XX | @P1 @Supplier Filter by active contracts","chromium","Thu Nov 20 10:24:44 GMT 2025","broken","Thu Nov 20 10:25:16 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","8549","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Thu Nov 20 10:23:58 GMT 2025","failed","Thu Nov 20 10:24:06 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","10116","@P1 @Contact Display translated column headers","chromium","Thu Nov 20 10:23:18 GMT 2025","failed","Thu Nov 20 10:23:29 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","32165","A2SQA2-XX | @P1 @Supplier Filter by name - partial match","chromium","Thu Nov 20 10:24:11 GMT 2025","broken","Thu Nov 20 10:24:43 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","9869","@P1 @Contact Check visible rows in the table","chromium","Thu Nov 20 10:23:19 GMT 2025","failed","Thu Nov 20 10:23:28 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
