"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6645","filtrer par numéro de contrat","chromium","Wed Nov 19 12:35:31 GMT 2025","failed","Wed Nov 19 12:35:37 GMT 2025","","Contracts/ContactList.spec.ts","",""
"","9692","@P1 @Contact Filter by Profil","chromium","Wed Nov 19 12:35:00 GMT 2025","failed","Wed Nov 19 12:35:09 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","32404","A2SQA2-XX | @P1 @Supplier Filter by name - partial match","chromium","Wed Nov 19 12:35:40 GMT 2025","broken","Wed Nov 19 12:36:12 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","8547","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Wed Nov 19 12:35:21 GMT 2025","failed","Wed Nov 19 12:35:29 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","9185","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Wed Nov 19 12:35:10 GMT 2025","failed","Wed Nov 19 12:35:19 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","9829","@P1 @Contact Display active and inactive icons","chromium","Wed Nov 19 12:34:48 GMT 2025","failed","Wed Nov 19 12:34:58 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","2775","A2SQA2-2525 | @P1 @Login Sent password Reset correctly with valid email","chromium","Wed Nov 19 12:35:31 GMT 2025","passed","Wed Nov 19 12:35:34 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","8344","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Wed Nov 19 12:35:34 GMT 2025","failed","Wed Nov 19 12:35:42 GMT 2025","Login Tests","login/login.spec.ts","",""
"","9726","@P1 @Contact Display translated success message after export","chromium","Wed Nov 19 12:34:59 GMT 2025","failed","Wed Nov 19 12:35:09 GMT 2025","Contacts Export Message","contacts/contactsList.spec.ts","",""
"","31878","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Wed Nov 19 12:35:39 GMT 2025","broken","Wed Nov 19 12:36:10 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","9335","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Wed Nov 19 12:35:10 GMT 2025","failed","Wed Nov 19 12:35:20 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","32043","A2SQA2-XX | @P1 @Supplier Reset filters restores full list","chromium","Wed Nov 19 12:36:13 GMT 2025","broken","Wed Nov 19 12:36:45 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","8376","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Wed Nov 19 12:35:27 GMT 2025","failed","Wed Nov 19 12:35:36 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","2409","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Wed Nov 19 12:35:37 GMT 2025","passed","Wed Nov 19 12:35:39 GMT 2025","Login Tests","login/login.spec.ts","",""
"","2472","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Wed Nov 19 12:35:31 GMT 2025","passed","Wed Nov 19 12:35:34 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","9043","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Wed Nov 19 12:35:21 GMT 2025","failed","Wed Nov 19 12:35:30 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","9009","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Wed Nov 19 12:35:21 GMT 2025","failed","Wed Nov 19 12:35:30 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","2420","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Wed Nov 19 12:35:37 GMT 2025","passed","Wed Nov 19 12:35:39 GMT 2025","Login Tests","login/login.spec.ts","",""
"","9583","@P1 @Contact Filter by Surname","chromium","Wed Nov 19 12:35:00 GMT 2025","failed","Wed Nov 19 12:35:09 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
